# Results with current code
timestamp: 2026-07-21T12:11:25.838152+00:00 | iter: 97 | tokens_per_s: 44188.48 | samples_per_s: 43.15 | s_per_batch: 11.86 | learning_rate: 0.00005820 | step_cost: 7.46
timestamp: 2026-07-21T12:11:37.657187+00:00 | iter: 98 | tokens_per_s: 44357.89 | samples_per_s: 43.32 | s_per_batch: 11.82 | learning_rate: 0.00005880 | step_cost: 7.47
timestamp: 2026-07-21T12:11:49.522445+00:00 | iter: 99 | tokens_per_s: 44188.52 | samples_per_s: 43.15 | s_per_batch: 11.86 | learning_rate: 0.00005940 | step_cost: 7.44
timestamp: 2026-07-21T12:12:01.392414+00:00 | iter: 100 | tokens_per_s: 44169.49 | samples_per_s: 43.13 | s_per_batch: 11.87 | learning_rate: 0.00006000 | step_cost: 7.40
timestamp: 2026-07-21T12:12:13.254578+00:00 | iter: 101 | tokens_per_s: 44198.06 | samples_per_s: 43.16 | s_per_batch: 11.86 | learning_rate: 0.00006060 | step_cost: 7.39
timestamp: 2026-07-21T12:12:25.133196+00:00 | iter: 102 | tokens_per_s: 44137.71 | samples_per_s: 43.10 | s_per_batch: 11.88 | learning_rate: 0.00006120 | step_cost: 7.36
timestamp: 2026-07-21T12:12:37.030066+00:00 | iter: 103 | tokens_per_s: 44070.11 | samples_per_s: 43.04 | s_per_batch: 11.90 | learning_rate: 0.00006180 | step_cost: 7.33
timestamp: 2026-07-21T12:12:48.918913+00:00 | iter: 104 | tokens_per_s: 44098.84 | samples_per_s: 43.07 | s_per_batch: 11.89 | learning_rate: 0.00006240 | step_cost: 7.32
timestamp: 2026-07-21T12:13:00.795215+00:00 | iter: 105 | tokens_per_s: 44145.25 | samples_per_s: 43.11 | s_per_batch: 11.88 | learning_rate: 0.00006300 | step_cost: 7.32
timestamp: 2026-07-21T12:13:12.656608+00:00 | iter: 106 | tokens_per_s: 44200.68 | samples_per_s: 43.16 | s_per_batch: 11.86 | learning_rate: 0.00006360 | step_cost: 7.27
timestamp: 2026-07-21T12:13:24.552313+00:00 | iter: 107 | tokens_per_s: 44075.01 | samples_per_s: 43.04 | s_per_batch: 11.90 | learning_rate: 0.00006420 | step_cost: 7.28
timestamp: 2026-07-21T12:13:36.406050+00:00 | iter: 108 | tokens_per_s: 44228.12 | samples_per_s: 43.19 | s_per_batch: 11.85 | learning_rate: 0.00006480 | step_cost: 7.29
timestamp: 2026-07-21T12:13:48.270632+00:00 | iter: 109 | tokens_per_s: 44189.78 | samples_per_s: 43.15 | s_per_batch: 11.86 | learning_rate: 0.00006540 | step_cost: 7.26
